town_code,tariff_hub,ops_branch,town_name,province,town_type,town_type_abbr,remote_km,servicing_town,service_code,location,sla_facility,zone
GSG,PTG,PTG,GROBLERSBURG,Limpopo,Outlying,O,188,ELL,OR,LOC,Outlying Adhoc,6
GRO,WIR,WIR,GROBLERSDAL,Mpumalanga,Regional,R,NULL,WIR,RM,LOC,Regional Daily,4
GBH,KIM,UTN,GROBLERSHOOP,Northern Cape,Outlying,O,217,UTN,OR,LOC,Outlying Bi-weekly,4
GRV,NCS,NCS,GROENVLEI,KwaZulu-Natal,Outlying,O,92,VRR,OR,LOC,Outlying Adhoc,3
GSB,PTG,PTG,GROESBEEK,Limpopo,Outlying,O,122,PTR,OR,LOC,Outlying Adhoc,4
GNE,KIM,UTN,GRONDNEUS,Northern Cape,Outlying,O,139,UTN,OR,LOC,Outlying Adhoc,3
GBR,GRJ,GRJ,GROOT BRAKRIVIER,Western Cape,Regional,R,NULL,GRJ,RM,LOC,Regional Bi-weekly,1
GJF,GRJ,GRJ,GROOT JONGENSFONTEIN,Western Cape,Outlying,O,24,SBI,OR,LOC,Outlying Adhoc,4
GMO,KPR,RTR,GROOT MARICO,North West,Outlying,O,79,ZST,OR,LOC,Outlying Bi-weekly,4
GRD,CPT,VDR,GROOTDRIF,Western Cape,Outlying,O,104,VRE,OR,LOC,Outlying Adhoc,6
GDK,KIM,UTN,GROOTDRINK,Northern Cape,Outlying,O,136,UTN,OR,LOC,Outlying Adhoc,3
GRN,WDH,WDH,GROOTFONTEIN,NULL,Outlying,O,422,OGO,OR,BLNS,Outlying Adhoc,10
GRK,GRJ,GRJ,GROOTKRAAL,Western Cape,Outlying,O,56,OUH,OR,LOC,Outlying Adhoc,4
GRM,CPT,UTN,GROOTMIS,Northern Cape,Outlying,O,202,SPU,OR,LOC,Outlying Adhoc,9
GRP,KPR,RTR,GROOTPAN,North West,Outlying,O,95,LTX,OR,LOC,Outlying Adhoc,5
GTS,NCS,NCS,GROOTSPRUIT,KwaZulu-Natal,Outlying,O,36,PPB,OR,LOC,Outlying Adhoc,4
GIR,VDB,JNB,GROOTVLEI,Mpumalanga,Regional,R,NULL,VDB,RM,LOC,Regional Daily,1
GUM,BFN,BEM,GUMTREE,Free State,Outlying,O,41,CLC,OR,LOC,Outlying Adhoc,4
HMG,PTG,PTG,HA-MAGORO,Limpopo,Outlying,O,88,GIY,OR,LOC,Outlying Adhoc,4
HKD,PTG,PTG,HAAKDORING,Limpopo,Outlying,O,47,NBR,OR,LOC,Outlying Adhoc,4
HLM,GRJ,PLZ,HAARLEM,Western Cape,Outlying,O,179,KYL,OR,LOC,Outlying Adhoc,7
HNB,PTG,PTG,HAENERTSBURG,Limpopo,Outlying,O,63,MKW,OR,LOC,Outlying Bi-weekly,2
HGA,ELS,ELS,HAGA-HAGA,Eastern Cape,Outlying,O,122,BCB,OS,LOC,Outlying Adhoc,3
HAD,ELS,BFN,HALCYON DRIFT,Eastern Cape,Outlying,O,215,MTL,OR,LOC,Outlying Adhoc,9
HAL,KIM,UTN,HALFWEG,Northern Cape,Outlying,O,374,KAA,OR,LOC,Outlying Adhoc,6
HMB,ELS,ELS,HAMBURG,Eastern Cape,Outlying,O,139,KWT,OR,LOC,Outlying Adhoc,3
HMH,CPT,CPT,HAMMANSHOF,Western Cape,Outlying,O,60,WOR,OR,LOC,Outlying Adhoc,4
HKR,PTA,JNB,HAMMANSKRAAL,Gauteng,Regional,R,NULL,PTA,RM,LOC,Regional Daily,3
HAE,DUR,DUR,HAMMARSDALE,KwaZulu-Natal,Main (Suburb),S,NULL,DUR,SM,LOC,Hub,2
HKY,PLZ,PLZ,HANKEY,Eastern Cape,Outlying,O,27,PTI,OR,LOC,Outlying Bi-weekly,4
HVR,KIM,CDO,HANOVER,Northern Cape,Outlying,O,129,DER,OR,LOC,Outlying Bi-weekly,5
HNV,KIM,CDO,HANOVER ROAD,Northern Cape,Outlying,O,144,DER,OR,LOC,Outlying Adhoc,6
HTM,CPT,VDR,HANTAMSDRIF,Northern Cape,Outlying,O,245,VRE,OR,LOC,Outlying Adhoc,8
HGL,PZB,PSH,HARDING,KwaZulu-Natal,Outlying,O,117,KDX,OR,LOC,Outlying Bi-weekly,3
HSB,KPR,KPR,HARRISBURG,North West,Outlying,O,39,LDS,OR,LOC,Outlying Adhoc,2
HRS,NCS,BEM,HARRISMITH,Free State,Regional,R,NULL,NCS,RM,LOC,Regional Daily,4
HBR,KPR,KPR,HARTBEESFONTEIN,North West,Regional,R,NULL,KPR,RM,LOC,Regional Daily,1
HBK,NLP,NLP,HARTBEESKOP,Mpumalanga,Outlying,O,172,BNR,OR,LOC,Outlying Adhoc,4
HBP,PTA,JNB,HARTBEESPOORT,Gauteng,Main (Suburb),S,NULL,PTA,SM,LOC,Hub,2
HTV,KIM,KIM,HARTSVALLEI,Northern Cape,Outlying,O,38,JKP,OR,LOC,Outlying Adhoc,4
HWA,KIM,KIM,HARTSWATER,Northern Cape,Regional,R,NULL,KIM,RM,LOC,Regional Daily,4
HSP,NCS,NCS,HATTINGSPRUIT,KwaZulu-Natal,Outlying,O,31,DNE,OR,LOC,Outlying Bi-weekly,2
HPR,KPR,KPR,HAUPTRUS,North West,Outlying,O,51,COL,OR,LOC,Outlying Adhoc,2
HAV,PTA,JNB,HAVANA,North West,Outlying,O,65,SON,OR,LOC,Outlying Adhoc,4
HAW,CPT,CPT,HAWSTON,Western Cape,Outlying,O,23,HER,OR,LOC,Outlying Adhoc,3
HZY,NLP,NLP,HAZYVIEW,Mpumalanga,Regional,R,NULL,NLP,RM,LOC,Regional Daily,2
HPS,NLP,NLP,HECTORSPRUIT,Mpumalanga,Regional,R,NULL,NLP,RM,LOC,Regional Daily,3
HEE,CPT,VDR,HEERENLOGEMENT,Western Cape,Outlying,O,84,VRE,OR,LOC,Outlying Adhoc,5
HGR,VDB,JNB,HEIDELBERG (GP),Gauteng,Main (Suburb),S,NULL,VDB,SM,LOC,Hub,3
HBS,GRJ,GRJ,HEIDELBERG (WC),Western Cape,Outlying,O,62,RDS,OR,LOC,Outlying Bi-weekly,5
HNR,VDB,BEM,HEILBRON,Free State,Regional,R,NULL,VDB,RM,LOC,Regional Daily,4
HKP,PTA,RTR,HEKPOORT,Gauteng,Outlying,O,87,HBP,OS,LOC,Outlying Bi-weekly,2
HDA,KPR,RTR,HELDINA,North West,Outlying,O,39,DLV,OR,LOC,Outlying Adhoc,7
HPM,NCS,NCS,HELPMEKAAR,KwaZulu-Natal,Outlying,O,77,DNE,OR,LOC,Outlying Adhoc,4
HND,VDB,BFN,HENDRICKS DRIF,Free State,Outlying,O,112,BEM,OR,LOC,Outlying Adhoc,7
HVD,BFN,BFN,HENDRIK VERWOED,Free State,Outlying,O,282,AWL,OR,LOC,Outlying Bi-weekly,5
HRL,NLP,NLP,HENDRIKSDAL,Mpumalanga,Outlying,O,24,SAB,OR,LOC,Outlying Adhoc,2
HDN,WIR,WIR,HENDRINA,Mpumalanga,Regional,R,NULL,WIR,RM,LOC,Regional Bi-weekly,3
HAN,KPR,BFN,HENNENMAN,Free State,Outlying,O,50,VGA,OR,LOC,Outlying Bi-weekly,5
HTB,WDH,WDH,HENTIES BAY,NULL,Outlying,O,156,SWP,OR,BLNS,Outlying Adhoc,10
HSD,GRJ,GRJ,HERBERTSDALE,Western Cape,Outlying,O,100,MSB,OR,LOC,Outlying Bi-weekly,3
HRF,WIR,WIR,HEREFORD,Mpumalanga,Outlying,O,15,MBH,OR,LOC,Outlying Adhoc,4
HER,CPT,CPT,HERMANUS,Western Cape,Regional,R,NULL,CPT,RM,LOC,Regional Daily,4
HUD,PTG,RTR,HERMANUSDORINGS,Limpopo,Outlying,O,148,ELL,OR,LOC,Outlying Adhoc,6
HMN,CPT,CPT,HERMON,Western Cape,Outlying,O,49,WEG,OR,LOC,Outlying Adhoc,3
HRD,GRJ,GRJ,HEROLD,Western Cape,Outlying,O,39,GRJ,OM,LOC,Outlying Bi-weekly,1
HSL,BFN,BFN,HERSCHEL,Eastern Cape,Outlying,O,118,AWL,OR,LOC,Outlying Adhoc,7
HZV,KIM,BFN,HERTZOGVILLE,Free State,Outlying,O,85,CSN,OR,LOC,Outlying Bi-weekly,5
HKS,CPT,VDR,HET KRUIS,Western Cape,Outlying,O,77,PQB,OR,LOC,Outlying Adhoc,4
HNK,KIM,KIM,HEUNINGNESKLOOF,Northern Cape,Outlying,O,45,MRS,OR,LOC,Outlying Adhoc,2
HGN,VDB,KPR,HEUNINGSPRUIT,Free State,Outlying,O,64,KPY,OR,LOC,Outlying Adhoc,4
HYD,PLZ,CDO,HEYDON,Eastern Cape,Outlying,O,209,GRT,OR,LOC,Outlying Adhoc,4
HBD,DUR,PSH,HIBBERDENE,KwaZulu-Natal,Outlying,O,46,PSH,OR,LOC,Outlying Bi-weekly,1
HPP,KIM,KIM,HIGGS HOPE,Northern Cape,Outlying,O,131,DLS,OR,LOC,Outlying Adhoc,5
HHR,PZB,DUR,HIGHFLATS,KwaZulu-Natal,Outlying,O,47,IXO,OR,LOC,Outlying Bi-weekly,4
HIL,CPT,CPT,HILANDALE,Western Cape,Outlying,O,260,LAI,OR,LOC,Outlying Adhoc,7
HLR,PTG,PTG,HILDRETH RIDGE,Limpopo,Outlying,O,90,GIY,OR,LOC,Outlying Adhoc,4
HMV,PZB,DUR,HIMEVILLE,KwaZulu-Natal,Outlying,O,12,UBR,OR,LOC,Outlying Bi-weekly,5
HLB,EMG,EMG,HLABISA,KwaZulu-Natal,Outlying,O,97,NON,OR,LOC,Outlying Bi-weekly,4
HBN,NCS,NCS,HLOBANE,KwaZulu-Natal,Outlying,O,49,VYD,OR,LOC,Outlying Adhoc,1
HLO,WIR,WIR,HLOGOTLOU,Limpopo,Outlying,O,80,JFH,OR,LOC,Outlying Adhoc,5
HWE,EMG,EMG,HLUHLUWE,KwaZulu-Natal,Outlying,O,102,MUT,OR,LOC,Outlying Bi-weekly,4
HOB,ELS,ELS,HOBENI,Eastern Cape,Outlying,O,181,UTT,OR,LOC,Outlying Adhoc,4
HHS,BFN,BFN,HOBHOUSE,Free State,Outlying,O,112,LBR,OR,LOC,Outlying Bi-weekly,4
HDT,NLP,NLP,HOEDSPRUIT,Limpopo,Regional,R,NULL,NLP,RM,LOC,Regional Daily,5
HFM,PLZ,CDO,HOFMEYER,Eastern Cape,Outlying,O,126,CDO,OR,LOC,Outlying Bi-weekly,3
HGB,ELS,ELS,HOGSBACK,Eastern Cape,Outlying,O,153,KWT,OR,LOC,Outlying Bi-weekly,4
HOH,NCS,NCS,HOHOZA,KwaZulu-Natal,Outlying,O,108,NQT,OR,LOC,Outlying Adhoc,4
HOL,WIR,WIR,HOLBANK,Mpumalanga,Outlying,O,41,EML,OR,LOC,Outlying Adhoc,5
HLE,WIR,NCS,HOLMDENE,Mpumalanga,Outlying,O,44,SNR,OR,LOC,Outlying Adhoc,5
HLP,PTA,JNB,HOLME PARK,Limpopo,Outlying,O,52,NSR,OR,LOC,Outlying Adhoc,5
HLC,PZB,PSH,HOLY CROSS,Eastern Cape,Outlying,O,48,FLG,OR,LOC,Outlying Bi-weekly,5
HFN,KIM,KIM,HONDEFONTEIN,Northern Cape,Outlying,O,98,BKY,OR,LOC,Outlying Adhoc,8
HKB,CPT,VDR,HONDEKLIPBAAI,Northern Cape,Outlying,O,233,SPU,OR,LOC,Outlying Adhoc,9
HST,BFN,BFN,HOOPSTAD,Free State,Regional,R,NULL,BFN,RM,LOC,Regional Daily,5
HPF,CPT,VDR,HOPEFIELD,Western Cape,Outlying,O,67,MRB,OR,LOC,Outlying Bi-weekly,2
HPT,KIM,KIM,HOPETOWN,Northern Cape,Regional,R,NULL,KIM,RM,LOC,Regional Daily,4
HOT,CPT,CPT,HOTAGTERKLIP,Western Cape,Outlying,O,62,BDD,OR,LOC,Outlying Adhoc,6
HZL,KIM,KIM,HOTAZEL,Northern Cape,Outlying,O,124,KAT,OR,LOC,Outlying Bi-weekly,7
HTK,CPT,CPT,HOTTENTOTSKLOOF,Western Cape,Outlying,O,66,CER,OR,LOC,Outlying Adhoc,5
HWR,PZB,DUR,HOWICK,KwaZulu-Natal,Main (Suburb),S,NULL,PZB,SM,LOC,Branch,3
HKI,KIM,KIM,HUKUNTSI,KwaZulu-Natal,Outlying,O,396,KIM,OM,LOC,Outlying Adhoc,0
HDR,PLZ,PLZ,HUMANSDORP,Eastern Cape,Regional,R,NULL,PLZ,RM,LOC,Regional Daily,4
HLH,PTG,PTG,HUNTLEIGH,Limpopo,Outlying,O,97,MES,OR,LOC,Outlying Adhoc,5
IDA,ELS,BFN,IDA,Eastern Cape,Outlying,O,199,QQD,OR,LOC,Outlying Adhoc,8
IDY,ELS,ELS,IDUTYWA,Eastern Cape,Outlying,O,70,BWH,OR,LOC,Outlying Bi-weekly,3
IMP,PTG,PTG,IMMERPAN,Limpopo,Outlying,O,82,PTR,OR,LOC,Outlying Adhoc,3
IMI,DUR,PSH,IMPISI,Eastern Cape,Outlying,O,134,FLG,OR,LOC,Outlying Adhoc,4
IWE,ELS,ELS,INDWE,Eastern Cape,Outlying,O,162,QQD,OR,LOC,Outlying Bi-weekly,6
IOR,GRJ,GRJ,INFANTA,Western Cape,Outlying,O,152,SWD,OR,LOC,Outlying Adhoc,6
IGO,NCS,NCS,INGOGO,KwaZulu-Natal,Outlying,O,46,NCS,OM,LOC,Outlying Bi-weekly,1
ING,EMG,EMG,INGWAVUMA,KwaZulu-Natal,Outlying,O,85,JOZ,OR,LOC,Outlying Bi-weekly,6
IPG,DUR,DUR,ISIPINGO,KwaZulu-Natal,Main (Suburb),S,NULL,DUR,SM,LOC,Hub,2
ISB,EMG,DUR,ISITHEBE,KwaZulu-Natal,Regional,R,NULL,EMG,RM,LOC,Regional Bi-weekly,4
ISP,NCS,NCS,ISWEPE,Mpumalanga,Outlying,O,73,PFR,OR,LOC,Outlying Bi-weekly,5
ITS,KPR,KPR,ITSOSENG,North West,Outlying,O,68,LTX,OR,LOC,Outlying Bi-weekly,4
IXO,PZB,DUR,IXOPO,KwaZulu-Natal,Regional,R,NULL,PZB,RM,LOC,Regional Daily,4
IZN,DUR,PSH,IZINGOLWENI,KwaZulu-Natal,Outlying,O,68,SYB,OR,LOC,Outlying Bi-weekly,2
ISH,DUR,PSH,IZOTSHA,KwaZulu-Natal,Outlying,O,9,SYB,OR,LOC,Outlying Adhoc,1
JDL,KIM,KIM,JACOBSDAL,Free State,Regional,R,NULL,KIM,RM,LOC,Regional Bi-weekly,2
JSN,BFN,BFN,JAGERSFONTEIN,Free State,Outlying,O,174,PSG,OR,LOC,Outlying Bi-weekly,4
JAM,NLP,NLP,JAMBILA,Mpumalanga,Outlying,O,59,BNR,OR,LOC,Outlying Adhoc,3
JTR,BFN,BFN,JAMESTOWN,Eastern Cape,Outlying,O,113,AWL,OR,LOC,Outlying Bi-weekly,7
JTU,BFN,BFN,JAMESTOWN (MOQ),Eastern Cape,Outlying,O,113,AWL,OR,LOC,Outlying Adhoc,7
JMD,BFN,BFN,JAMMERSDRIF,Free State,Outlying,O,132,TCR,OR,LOC,Outlying Adhoc,4
JKP,KIM,KIM,JAN KEMPDORP,Northern Cape,Regional,R,NULL,KIM,RM,LOC,Regional Daily,4
JFH,PTG,PTG,JANE FURSE,Limpopo,Regional,R,NULL,PTG,RM,LOC,Regional Bi-weekly,4
JSV,PLZ,PLZ,JANSENVILLE,Eastern Cape,Outlying,O,170,GRT,OR,LOC,Outlying Bi-weekly,5
JSP,PTG,PTG,JANSEPUT,Limpopo,Outlying,O,136,ELL,OR,LOC,Outlying Bi-weekly,5
JBY,PLZ,PLZ,JEFFREYS BAY,Eastern Cape,Regional,R,NULL,PLZ,RM,LOC,Regional Daily,4
JOD,BFN,BEM,JOELS DRIFT,Free State,Outlying,O,130,FXB,OR,LOC,Outlying Adhoc,3
JNB,JNB,JNB,JOHANNESBURG,Gauteng,Main,M,NULL,JNB,MM,LOC,Hub,1
JOP,GRJ,GRJ,JOHNSONS POST,Western Cape,Outlying,O,71,MSB,OR,LOC,Outlying Adhoc,3
JBT,GRJ,PLZ,JOUBERTINA,Eastern Cape,Outlying,O,188,HDR,OR,LOC,Outlying Bi-weekly,6
JOZ,EMG,EMG,JOZINI,KwaZulu-Natal,Regional,R,NULL,EMG,RM,LOC,Regional Daily,5
JNG,GBE,GBE,JWANENG,NULL,Outlying,O,284,GBE,OM,BLNS,Outlying Adhoc,10
KGT,PTA,BEM,KAALLAAGTE,Gauteng,Outlying,O,30,HKR,OR,LOC,Outlying Adhoc,8
KAL,NLP,NLP,KAALRUG,Mpumalanga,Outlying,O,55,MER,OR,LOC,Outlying Adhoc,3
KPM,NLP,NLP,KAAPMUIDEN,Mpumalanga,Outlying,O,39,MER,OR,LOC,Outlying Adhoc,2
KPH,NLP,NLP,KAAPSEHOOP,Mpumalanga,Outlying,O,65,NLP,OM,LOC,Outlying Bi-weekly,2
KFR,BFN,BFN,KAFFERRIVIER,Free State,Outlying,O,78,BFN,OM,LOC,Outlying Adhoc,2
KFS,WIR,WIR,KAFFERSPRUIT,Mpumalanga,Outlying,O,28,EML,OR,LOC,Outlying Adhoc,4
KAA,KIM,UTN,KAKAMAS,Northern Cape,Regional,R,NULL,KIM,RM,LOC,Regional Daily,3
KBA,CPT,CPT,KALBASKRAAL,Western Cape,Outlying,O,32,MBY,OR,LOC,Outlying Adhoc,2
KLB,PTG,PTG,KALKBANK,Limpopo,Outlying,O,69,BOC,OR,LOC,Outlying Adhoc,2
KLD,WDH,WDH,KALKFELD,NULL,Outlying,O,154,OGO,OR,BLNS,Outlying Adhoc,10
KWF,KIM,UTN,KALKWERF,Northern Cape,Outlying,O,164,UTN,OR,LOC,Outlying Adhoc,3
KAM,KIM,KIM,KAMDEN,Northern Cape,Outlying,O,97,KUR,OR,LOC,Outlying Adhoc,6
KML,KPR,KPR,KAMEEL,North West,Outlying,O,94,DLV,OR,LOC,Outlying Bi-weekly,5
KEE,KIM,KIM,KAMEELPUTS,North West,Outlying,O,99,WAR,OR,LOC,Outlying Adhoc,4
KBG,CPT,VDR,KAMIESBERG,Northern Cape,Outlying,O,173,SPU,OR,LOC,Outlying Adhoc,8
KES,PLZ,PLZ,KAMMIEBOS,Western Cape,Outlying,O,133,HDR,OR,LOC,Outlying Adhoc,5
KPS,NLP,NLP,KAMPERSRUS,Limpopo,Outlying,O,59,HDT,OR,LOC,Outlying Adhoc,5
KEG,KIM,UTN,KANONEILAND,Northern Cape,Outlying,O,53,UTN,OR,LOC,Outlying Bi-weekly,2
KNM,NLP,NLP,KANYAMAZANE,Mpumalanga,Regional,R,NULL,NLP,RM,LOC,Regional Daily,2
KYE,GBE,GBE,KANYE,NULL,Outlying,O,156,GBE,OM,BLNS,Outlying Adhoc,10
KRR,BFN,BFN,KAREE,Free State,Outlying,O,45,BDT,OR,LOC,Outlying Adhoc,2
KRW,PLZ,PLZ,KAREEDOUW,Eastern Cape,Outlying,O,99,HDR,OR,LOC,Outlying Bi-weekly,5
KBK,KIM,UTN,KAREEKOLK,Northern Cape,Outlying,O,411,PRK,OR,LOC,Outlying Adhoc,8
KBB,WDH,WDH,KARIBIB,NULL,Regional,R,NULL,WDH,RM,BLNS,Regional Daily,10
KAR,KIM,UTN,KAROS,Northern Cape,Outlying,O,83,UTN,OR,LOC,Outlying Adhoc,2
KXK,BFN,BFN,KARRINGMELKSPRUIT,Eastern Cape,Outlying,O,130,AWL,OR,LOC,Outlying Adhoc,7
KSR,PLZ,PLZ,KASUKA ROAD,Eastern Cape,Outlying,O,37,PAF,OR,LOC,Outlying Adhoc,4
KAT,KIM,KIM,KATHU,Northern Cape,Regional,R,NULL,KIM,RM,LOC,Regional Daily,7
KMO,WDH,WDH,KATIMO MULILO,NULL,Outlying,O,500,OTI,OR,BLNS,Outlying Adhoc,10
KTP,PZB,BFN,KATKOP,Eastern Cape,Outlying,O,194,MTL,OR,LOC,Outlying Adhoc,9
KTD,PZB,DUR,KEATES DRIFT,KwaZulu-Natal,Outlying,O,59,GTN,OR,LOC,Outlying Bi-weekly,5
KMP,WDH,WDH,KEETMANSHOOP,NULL,Outlying,O,800,WDH,OM,BLNS,Outlying Adhoc,10
KEM,ELS,ELS,KEI MOUTH,Eastern Cape,Outlying,O,120,BWH,OR,LOC,Outlying Adhoc,4
KEO,KIM,UTN,KEIMOES,Northern Cape,Outlying,O,81,KAA,OR,LOC,Outlying Bi-weekly,2
KEK,ELS,ELS,KEISKAMMAHOEK,Eastern Cape,Outlying,O,83,KWT,OR,LOC,Outlying Bi-weekly,4
KPT,JNB,JNB,KEMPTON PARK,Gauteng,Main (Suburb),S,NULL,JNB,SM,LOC,Hub,1
KEN,WIR,WIR,KENDAL,Mpumalanga,Outlying,O,64,CWL,OR,LOC,Outlying Bi-weekly,2
KNW,PLZ,CDO,KENDREW,Eastern Cape,Outlying,O,71,GRT,OR,LOC,Outlying Adhoc,5
KHD,KIM,UTN,KENHARDT,Northern Cape,Outlying,O,178,KAA,OR,LOC,Outlying Bi-weekly,4
KNV,NLP,NLP,KENNEDYS VALE,Limpopo,Outlying,O,36,SEE,OR,LOC,Outlying Adhoc,5
KTI,ELS,ELS,KENTANI,Eastern Cape,Outlying,O,63,BWH,OR,LOC,Outlying Bi-weekly,4
KNS,PLZ,PLZ,KENTON-ON-SEA,Eastern Cape,Outlying,O,52,PAF,OR,LOC,Outlying Bi-weekly,4
KLL,NCS,BEM,KESTELL,Free State,Outlying,O,57,PJB,OR,LOC,Outlying Bi-weekly,2
KYT,CPT,CPT,KHAYELITSHA,Western Cape,Main (Suburb),S,NULL,CPT,SM,LOC,Hub,1
KDV,KIM,KIM,KHUDUTLOU,North West,Outlying,O,80,HWA,OR,LOC,Outlying Adhoc,5
KIP,NLP,NLP,KIEPERSOL,Mpumalanga,Outlying,O,24,HZY,OR,LOC,Outlying Bi-weekly,2
KIM,KIM,KIM,KIMBERLEY,Northern Cape,Main,M,NULL,KIM,MM,LOC,Branch,1
KWT,ELS,ELS,KING WILLIAMS TOWN,Eastern Cape,Regional,R,NULL,ELS,RM,LOC,Regional Daily,3
KIG,PZB,DUR,KINGSCOTE,KwaZulu-Natal,Outlying,O,71,UBR,OR,LOC,Outlying Adhoc,6
KLY,NCS,NCS,KINGSLEY,KwaZulu-Natal,Outlying,O,65,VYD,OR,LOC,Outlying Bi-weekly,3
KND,KPR,KPR,KINGSWOOD,North West,Outlying,O,83,WMD,OR,LOC,Outlying Adhoc,4
KNP,PZB,PSH,KINIRAPOORT,Eastern Cape,Outlying,O,82,MTL,OR,LOC,Outlying Adhoc,7
KRS,WIR,WIR,KINROSS,Mpumalanga,Regional,R,NULL,WIR,RM,LOC,Regional Daily,3
KKD,PLZ,PLZ,KIRKWOOD,Eastern Cape,Regional,R,NULL,PLZ,RM,LOC,Regional Daily,3
KLS,GRJ,GRJ,KLAARSTROOM,Western Cape,Outlying,O,116,OUH,OR,LOC,Outlying Adhoc,4
KAX,NLP,NLP,KLASERIE,Limpopo,Outlying,O,51,HDT,OR,LOC,Outlying Adhoc,4
KLV,CPT,VDR,KLAWER,Western Cape,Outlying,O,40,VRE,OR,LOC,Outlying Bi-weekly,5
KLK,CPT,CPT,KLEIN DRAKENSTEIN,Western Cape,Outlying,O,12,PAA,OR,LOC,Outlying Adhoc,3
KLT,PTG,PTG,KLEIN LETABA,Limpopo,Outlying,O,48,THO,OR,LOC,Outlying Adhoc,5
KTW,KIM,KPR,KLEIN TSWAING,North West,Outlying,O,124,VRU,OR,LOC,Outlying Adhoc,7
KNB,KIM,UTN,KLEINBEGIN,Northern Cape,Outlying,O,149,UTN,OR,LOC,Outlying Adhoc,3
KMD,CPT,CPT,KLEINMOND,Western Cape,Outlying,O,67,HER,OR,LOC,Outlying Bi-weekly,3
KLP,GRJ,GRJ,KLEINPLAAT,Western Cape,Outlying,O,64,SGF,OR,LOC,Outlying Adhoc,2
KPO,PLZ,PLZ,KLEINPOORT,Eastern Cape,Outlying,O,115,KKD,OR,LOC,Outlying Adhoc,4
KSE,CPT,UTN,KLEINSEE,Northern Cape,Outlying,O,209,SPU,OR,LOC,Outlying Bi-weekly,9
KPR,KPR,KPR,KLERKSDORP,North West,Main,M,NULL,KPR,MM,LOC,Branch,1
KKR,KPR,RTR,KLERKSKRAAL,North West,Outlying,O,69,CAR,OR,LOC,Outlying Bi-weekly,3
KPD,CPT,CPT,KLIPDALE,Western Cape,Outlying,O,58,BDD,OR,LOC,Outlying Adhoc,5
KPI,PLZ,CDO,KLIPFONTEIN,Eastern Cape,Outlying,O,130,SEO,OR,LOC,Outlying Adhoc,4
KPP,PLZ,PLZ,KLIPPLAAT,Eastern Cape,Outlying,O,212,GRT,OR,LOC,Outlying Adhoc,4
KLI,CPT,VDR,KLIPRAND,Northern Cape,Outlying,O,293,VRE,OR,LOC,Outlying Adhoc,8
KPV,VDB,JNB,KLIPRIVIER,Gauteng,Main (Suburb),S,NULL,VDB,SM,LOC,Branch,4
KPK,NLP,NLP,KLIPSKOOL,Mpumalanga,Outlying,O,52,LDR,OR,LOC,Outlying Adhoc,4
KPX,VDB,JNB,KLIPTOWN,Gauteng,Outlying,O,9,SWO,OS,LOC,Outlying Adhoc,2
KAD,BFN,BFN,KNAPDAAR,Eastern Cape,Outlying,O,135,AWL,OR,LOC,Outlying Adhoc,6
KYL,GRJ,GRJ,KNYSNA,Western Cape,Regional,R,NULL,GRJ,RM,LOC,Regional Daily,3
KDK,PTA,RTR,KOEDOESKOP,Limpopo,Outlying,O,58,NRR,OR,LOC,Outlying Bi-weekly,4
KOG,KIM,UTN,KOEGAS,Northern Cape,Outlying,O,135,PRK,OR,LOC,Outlying Adhoc,5
KGB,KIM,UTN,KOEGRABIE,Northern Cape,Outlying,O,187,UTN,OR,LOC,Outlying Adhoc,4
KKP,CPT,VDR,KOEKENAAP,Western Cape,Outlying,O,61,VRE,OR,LOC,Outlying Bi-weekly,6
KFY,KIM,KIM,KOFFIEFONTEIN,Free State,Outlying,O,84,JDL,OR,LOC,Outlying Bi-weekly,4
KGN,CPT,VDR,KOIINGNAAS,Northern Cape,Outlying,O,206,SPU,OR,LOC,Outlying Adhoc,9
KKM,KIM,KIM,KOKOMENG,North West,Outlying,O,77,HWA,OR,LOC,Outlying Adhoc,5
KDX,PZB,PSH,KOKSTAD,KwaZulu-Natal,Regional,R,NULL,PZB,RM,LOC,Regional Daily,4
KMG,NULL,NULL,KOMAGGAS,Northern Cape,Outlying,NULL,NULL,NULL,,LOC,Outlying Adhoc,9
KTR,NLP,NLP,KOMATIPOORT,Mpumalanga,Regional,R,NULL,NLP,RM,LOC,Regional Daily,4
KBT,WDH,WDH,KOMBAT,NULL,Regional,R,NULL,WDH,RM,BLNS,Regional Daily,10
KGA,ELS,ELS,KOMGA,Eastern Cape,Outlying,O,101,BWH,OR,LOC,Outlying Bi-weekly,3
KMS,CPT,VDR,KOMKANS,Western Cape,Outlying,O,151,VRE,OR,LOC,Outlying Adhoc,7
KMM,GRJ,GRJ,KOMMANDOKRAAL,Western Cape,Outlying,O,241,BFU,OR,LOC,Outlying Adhoc,5
KOO,KIM,KIM,KOOPMANSFONTEIN,Northern Cape,Outlying,O,121,BKY,OR,LOC,Outlying Adhoc,4
KOF,KPR,KPR,KOOSFONTEIN,North West,Outlying,O,45,SRK,OR,LOC,Outlying Adhoc,5
KTK,CPT,UTN,KOOTJIESKOLK,Northern Cape,Outlying,O,426,VRE,OR,LOC,Outlying Adhoc,8
KOP,PTG,PTG,KOPERSPRUIT,Limpopo,Outlying,O,278,BOC,OR,LOC,Outlying Adhoc,6
KPY,VDB,KPR,KOPPIES,Free State,Regional,R,NULL,VDB,RM,LOC,Regional Daily,4
